search_term|displayLink|snippet|link|title|number
Joshua S. Goodman+Brandeis|www.researchgate.net|Joshua GOODMAN of Brandeis University, Waltham  Read 30 publications ... Though counseling is one commonly pursued intervention to improve college ...|https://www.researchgate.net/profile/Joshua_Goodman3|Joshua GOODMAN  Brandeis University, Waltham  Department of ...|9
Joshua S. Goodman+Brandeis|econpapers.repec.org|Dec 28, 2019 ... By Kalena E. Cortes and Joshua Goodman; Abstract: This paper ... Kalena E. Cortes and Joshua Goodman (joshuagoodman@brandeis.edu) ... Access to full text is restricted to AEA members and institutional subscribers.|https://econpapers.repec.org/RePEc:aea:aecrev:v:104:y:2014:i:5:p:400-405|Ability-Tracking, Instructional Time, and Better ... - EconPapers|10
Josipa Roksa+U. Virginia|curry.virginia.edu|Josipa Roksa. Professor. Ph.D., New York University, Sociology, 2006; B.A., Mount Holyoke College, Psychology, 2000. To what extent does education amplify, ...|https://curry.virginia.edu/josipa-roksa|Josipa Roksa - Curry School of Education - University of Virginia|1
Josipa Roksa+U. Virginia|sociology.as.virginia.edu|Professor of Sociology and Education. University of Virginia Sociology Department Randall 206 P.O. Box 400766. Charlottesville, VA 22904. Office Hours:.|https://sociology.as.virginia.edu/people/profile/josipa_roksa|Josipa Roksa|2
Josipa Roksa+U. Virginia|scholar.google.com|Josipa Roksa. University of Virginia ... Course Success among Students Needing Remediation: Research Report for the Virginia Community College System.|http://scholar.google.com/citations?user=YxZ99tUAAAAJ&hl=en|Josipa Roksa - Google Scholar Citations|3
Josipa Roksa+U. Virginia|alumni.virginia.edu|Mar 25, 2015 ... Professor Josipa Roksa is a woman who sees reality when others ... Professor Roksa is originally from Croatia, but moved as a result of a Civil War ... The University of Virginia prohibits discrimination and harassment on the ...|https://alumni.virginia.edu/hoosnetwork/2015/03/5-questions-for-professor-jospia-roksa/|5 Questions for Professor Josipa Roksa - UVA Alumni, Parents ...|4
Josipa Roksa+U. Virginia|news.virginia.edu|Jan 25, 2011 ... A new book, Academically Adrift: Limited Learning on College Campuses, by sociology professor Josipa Roksa of the University of Virginia's ...|https://news.virginia.edu/content/uva-sociologists-study-college-learning-sparks-national-attention|U.Va. Sociologist's Study of College Learning Sparks National ...|5
Josipa Roksa+U. Virginia|www.researchgate.net|Josipa Roksa is professor of sociology and education at the University of Virginia. Her research centers on understanding social inequality in higher education.|https://www.researchgate.net/profile/Josipa_Roksa|Josipa ROKSA  University of Virginia, VA  UVa  Department of ...|6
Josipa Roksa+U. Virginia|news.virginia.edu|Aug 2, 2018 ... University of Virginia sociologist Josipa Roksa and colleagues recently published a paper examining the crucial role that low-income parents' ...|https://news.virginia.edu/content/what-parents-can-give-their-college-students-money-cant-buy|What Parents Can Give Their College Students That Money Can't Buy|7
Josipa Roksa+U. Virginia|virginia.academia.edu|Josipa Roksa, University of Virginia, Sociology Department, Faculty Member. Studies Higher Education, Social Inequality, and Sociology of Education.|https://virginia.academia.edu/JosipaRoksa|Josipa Roksa  University of Virginia - Academia.edu|8
Josipa Roksa+U. Virginia|news.virginia.edu|Aug 25, 2016 ... Josipa Roksa, co-author of “Academically Adrift” and “Aspiring Adults ... has given University of Virginia sociologist Josipa Roksa an unusual ...|https://news.virginia.edu/content/uva-sociologist-seeks-reasons-behind-gaps-higher-ed-outcomes|UVA Sociologist Seeks Reasons Behind Gaps in Higher Ed Outcomes|9
Josipa Roksa+U. Virginia|www.facebook.com|Professor Josipa Roksa's new journal article Engaging With Diversity” is discussed in Inside Higher Ed.|https://www.facebook.com/uvasociology/posts/professor-josipa-roksas-new-journal-article-engaging-with-diversity-is-discussed/1263242653763699/|Professor Josipa Roksa's new journal... - University of Virginia ...|10
Judith Scott-Clayton+Columbia (TC)|www.tc.columbia.edu|Judith Scott-Clayton is an Associate Professor of Economics and Education at Teachers College, Columbia University, in the Department of Education Policy ...|https://www.tc.columbia.edu/faculty/js3676/|Scott-Clayton, Judith E. (js3676)  Teachers College, Columbia ...|1
Judith Scott-Clayton+Columbia (TC)|sites.google.com|Judith Scott-Clayton is an Associate Professor of Economics and Education at Teachers College, Columbia University, in the Department of Education Policy ...|https://sites.google.com/tc.columbia.edu/jscottclayton/home|Judith Scott-Clayton|2
Judith Scott-Clayton+Columbia (TC)|ccrc.tc.columbia.edu|Judith Scott-Clayton is associate professor of economics and education in the ... Analysis (Economics and Education program) at Teachers College, Columbia ...|https://ccrc.tc.columbia.edu/person/judith-scott-clayton.html|Judith Scott-Clayton|3
Judith Scott-Clayton+Columbia (TC)|www.nber.org|Judith Scott-Clayton. Teachers College Columbia University 525 W.120th Street, Box 174. New York, NY 10027. Tel: 212/678-3478. Fax: 212/678-3699. E-Mail: ...|https://www.nber.org/people/judith_scott-clayton|Judith Scott-Clayton|4
Judith Scott-Clayton+Columbia (TC)|ccrc.tc.columbia.edu|By Judith Scott-Clayton. Community colleges are typically assumed to be nonselective, open-access institutions. Yet access to college-level courses at such ...|https://ccrc.tc.columbia.edu/publications/high-stakes-placement-exams-predict.html|Do High-Stakes Placement Exams Predict College Success?|5
Judith Scott-Clayton+Columbia (TC)|scholar.google.com|Judith Scott-Clayton. Associate Professor, Teachers College, Columbia University. Verified email at tc.columbia.edu. Economics of EducationHigher Education ...|http://scholar.google.com/citations?user=UUntnS4AAAAJ&hl=en|Judith Scott-Clayton - Google Scholar Citations|6
Judith Scott-Clayton+Columbia (TC)|www.nytimes.com|Judith Scott-Clayton is an assistant professor of economics and education at Teachers College, Columbia University, where she teaches labor economics and a ...|http://www.nytimes.com/ref/business/economy/judith-scott-clayton-bio.html|Judith Scott-Clayton - NYTimes.com|7
Judith Scott-Clayton+Columbia (TC)|www.linkedin.com|View Judith Scott-Clayton's profile on LinkedIn, the world's largest professional community. Judith has 3 jobs listed on their profile. See the complete profile on ...|https://www.linkedin.com/in/judith-scott-clayton-3a968612a|Judith Scott-Clayton - Teachers College, Columbia University|8
Judith Scott-Clayton+Columbia (TC)|www.hamiltonproject.org|Judith Scott-Clayton is an Assistant Professor of Economics and Education at Teachers College, Columbia University, where she teaches courses on labor ...|https://www.hamiltonproject.org/people/judith_scott-clayton|Judith Scott-Clayton  The Hamilton Project|9
Judith Scott-Clayton+Columbia (TC)|cprc.columbia.edu|Judith Scott-Clayton is an Associate Professor of Economics and Education at Teachers College, Columbia University, in the Department of Education Policy ...|https://cprc.columbia.edu/directory/judith-scott-clayton|Judith Scott-Clayton  Columbia  CPRC|10
Julian Vasquez Heilig+U. Kentucky|education.uky.edu|University of Kentucky College of Education Dean Julian Vasquez Heilig, Ph.D., is an award-winning leader, teacher and researcher and dynamic voice for ...|https://education.uky.edu/profile/julian-vasquez-heilig/|Julian Vasquez Heilig – UK College of Education|1
Julian Vasquez Heilig+U. Kentucky|uknow.uky.edu|Jun 5, 2019 ... LEXINGTON, Ky. (June 5, 2019) — Julian Vasquez Heilig has been named dean of the University of Kentucky College of Education. Vasquez ...|https://uknow.uky.edu/campus-news/julian-vasquez-heilig-named-dean-college-education|Julian Vasquez Heilig Named Dean of College of Education  UKNow|2
Julian Vasquez Heilig+U. Kentucky|www.linkedin.com|Julian Vasquez Heilig is the Dean and a Professor of Educational Policy Studies and Evaluation at the University of Kentucky College of Education. He has held ...|https://www.linkedin.com/in/drjvh|Julian Vasquez Heilig - University of Kentucky - LinkedIn|3
Julian Vasquez Heilig+U. Kentucky|uknow.uky.edu|Sep 18, 2019 ... New UK College of Education Dean Julian Vasquez Heilig, Mark ... The University of Kentucky is increasingly the first choice for students, ...|https://uknow.uky.edu/campus-news/campus-walk-meet-new-dean-uks-college-education|Campus Walk: Meet New Dean of UK's College of Education  UKNow|4
Julian Vasquez Heilig+U. Kentucky|diverseeducation.com|Jun 4, 2019 ... Julian Vasquez Heilig has been named dean of the College of Education at the University of Kentucky, pending approval from the university's ...|https://diverseeducation.com/article/147111/|Dr. Julian Vasquez Heilig Named Dean at University of Kentucky ...|5
Julian Vasquez Heilig+U. Kentucky|scholar.google.com|Follow. Julian Vasquez Heilig. University of Kentucky. Verified email at uky.edu - Homepage ... L Darling-Hammond, DJ Holtzman, SJ Gatlin, JV Heilig.|http://scholar.google.com/citations?user=-txVZ7AAAAAJ&hl=en|Julian Vasquez Heilig - Google Scholar Citations|6
Julian Vasquez Heilig+U. Kentucky|about.me|Julian Vasquez Heilig is the Dean and a Professor of Educational Policy Studies and Evaluation at the University of Kentucky College of Education. He has held ...|https://about.me/jheilig|Julian Vasquez Heilig - Lexington, KY, University of Kentucky ...|7
Julian Vasquez Heilig+U. Kentucky|nepc.colorado.edu|Julian Vasquez Heilig is the Dean and a Professor of Educational Policy Studies and Evaluation at the University of Kentucky College of Education. In addition to ...|https://nepc.colorado.edu/author/heilig-julian-vasquez|Julian Vasquez Heilig  National Education Policy Center|8
Julian Vasquez Heilig+U. Kentucky|www.kentucky.com|Aug 22, 2019 ... Julian Vasquez Heilig, the new UK College of Education dean, isn't afraid of ... Last year, University of Kentucky professor Wayne Lewis took an ...|https://www.kentucky.com/opinion/article234224462.html|The answers for Kentucky schools aren't in Finland or Singapore.|9
Julian Vasquez Heilig+U. Kentucky|uky.academia.edu|David Berliner, Emeritus Professor of Education Dr. Julian Vasquez Heilig (859) 257-2813 – j.vh@uky.edu – www.CloakingInequity.com One of our bravest and ...|https://uky.academia.edu/JulianVasquezHeilig/CurriculumVitae|Julian Vasquez Heilig  University of Kentucky - Academia.edu|10
Katharine O. Strunk+Michigan State|education.msu.edu|Katharine O. Strunk is a professor of education policy and, by courtesy, Economics, and the Clifford E. Erickson Distinguished Chair in Education. She is also ...|https://education.msu.edu/search/Formview.aspx?email=kstrunk%40msu.edu|Katharine O. Strunk - College of Education - Michigan State University|1
Katharine O. Strunk+Michigan State|msu.edu|Bio. Katharine O. Strunk, Professor of Education Policy and Clifford E. Erickson Distinguished Chair in Education, is the co-director of the Michigan State ...|https://msu.edu/honoredfaculty/directory/strunk-katharine.html|Katharine O. Strunk  Honored Faculty  Michigan State University|2
Katharine O. Strunk+Michigan State|scholar.google.com|Katharine O. Strunk. Michigan State University. Verified ... Oh, won't you stay: A multilevel analysis of the difficulties in retaining qualified teachers. K Omenn ...|http://scholar.google.com/citations?user=JAZULk0AAAAJ&hl=en|Katharine O. Strunk - Google Scholar Citations|3
Katharine O. Strunk+Michigan State|www.researchgate.net|Katharine O. Strunk's 38 research works with 382 citations and 3469 reads, including: Taking Their First Steps: The Distribution of New Teachers in School and ...|https://www.researchgate.net/scientific-contributions/2026713599_Katharine_O_Strunk|Katharine O. Strunk's research works  Michigan State University, MI ...|4
Katharine O. Strunk+Michigan State|msutoday.msu.edu|Mar 7, 2019 ... MSU's Katharine O. Strunk, professor of Education Policy and, by courtesy, Economics, the Clifford E. Erickson Distinguished Chair in Education, ...|https://msutoday.msu.edu/news/2019/teacher-unions-fighting-for-more-members-not-students-schools/|Teacher unions: fighting for more members not students, schools ...|5
Katharine O. Strunk+Michigan State|epicedpolicy.org|Katharine O. Strunk. Faculty Director, EPIC Clifford E. Erickson Distinguished Chair in Education, MSU Professor of Education Policy and by courtesy Economics ...|https://epicedpolicy.org/team/|The EPIC Team  Education Policy Innovation Collaborative|6
Katharine O. Strunk+Michigan State|edwp.educ.msu.edu|Sep 17, 2018 ... What's causing teacher shortages in California? Michigan State University researcher Katharine O. Strunk helps answer that question as part of ...|https://edwp.educ.msu.edu/news/2018/strunk-gives-insights-on-teacher-shortage-in-getting-down-to-facts-ii-report/|Strunk gives insights on teacher shortage in Getting Down to Facts II ...|7
Katharine O. Strunk+Michigan State|www.educ.msu.edu|Ph.D., The Ohio State University. SonyaGunnings-Moton, Gunnings-Moton, Sonya · gunnings@msu.edu. Ph.D. Michigan State University ... Katharine O. Strunk ...|https://www.educ.msu.edu/search/GroupView.aspx?id=90|Search - College of Education - Michigan State University|8
Katharine O. Strunk+Michigan State|econ.msu.edu|Mar 13, 2018 ... Katharine O. Strunk. Page 2. PRIMARY RESEARCH GRANTS & CONTRACTS. 2017-2018. Getting Down to Facts II: Teacher Shortages and ...|http://econ.msu.edu/faculty/strunk/StrunkCV.pdf|Katharine Strunk - Michigan State University|9
Katharine O. Strunk+Michigan State|ippsr.msu.edu|Katharine O. Strunk, Ph.D. Erickson Distinguished Professor of Education Policy & Economics. Co-Director, Education Policy Innovation Collaborative.|https://ippsr.msu.edu/sites/default/files/llp/presentations/strunk_12_3_18.pdf|Katharine Strunk, Co-Director, MSU Education Policy Innovation ...|10
Ken Zeichner+U. Washington|education.uw.edu|I also served as Director of Teacher Education from 2009-2013. Before joining the faculty at the University of Washington, I spent 33 years on the faculty in the ...|https://education.uw.edu/people/faculty/kenzeich|Ken Zeichner  UW College of Education|1
Ken Zeichner+U. Washington|nepc.colorado.edu|Nov 14, 2017 ... Ken Zeichner is the Boeing Professor of Teacher Education at the University of Washington-Seattle and Professor Emeritus in the Department ...|https://nepc.colorado.edu/author/zeichner-ken|Kenneth M. Zeichner  National Education Policy Center|2
